NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CIENFUEGOS,125010101001.0,16591.022584080496,218404219,65178.0,11387.084764,3574.2429836,927.7974903,335.63555271,366.26043982,27.724627328,8.3435350417,12193627,2757.4056768,513.40927926,5.583054618184698,0.167106199678147,12.801152293258461,4230.577306453098,787.7033343459449
MONTE RICO,125010101002.0,5169.0,405205784,49196.7,3312.8301233,1390.3797777,284.69149835,91.7052488,89.39323839000001,12.8681375745,11.91016257405,21059616,1715.38318238,298.917766451,5.197264461097091,0.24894829898433,24.20927130081896,3486.785053428381,607.5971893460334
LOS SALADOS,125010101003.0,1840.0,152783732,16336.350000000002,1140.7550181,518.29151198,109.440418396,35.732709742,35.780371123,5.1775108699,4.37741926966,8605895,632.41991662,111.09179134,5.632729616250929,0.281386460320652,26.79557716172829,3871.2436781778056,680.0282274804347
ENSANCHE LIBERTAD,125010101004.0,2760.0,453407722,17716.050000000003,1710.7488191,787.30975912,162.158450007,51.480821902,48.302135008,6.68758080994,3.59705489719,22181779,608.14891288,103.691689542,4.892236657914955,0.242303652534058,20.3039328585661,3432.756810237044,585.2980181360969
ALTOS DE VIREYA,125010101005.0,1477.0,530659938,6777.0,922.0508721,422.34927650000003,83.75989568,25.810149825,23.0297969708,2.38790775292,0.87280516224,26953527,235.68770516,37.961876547,5.079246563528217,0.161672833643873,12.878931123505975,3477.75867138852,560.1575409030545
ENSANCHE BERMÚDEZ,125010101007.0,1510.0,126731085,9898.200000000003,988.159571,394.87003347999996,78.477586888,24.864161909,23.6286328182,3.26603482701,2.01359600092,5676491,315.64739805,55.55587139,4.479162451632527,0.21629369715298,20.343052281424896,3188.937362853851,561.2724676203753
LA OTRA BANDA,125010101008.0,2708.0,340382584,19035.231621164512,1841.9809463,662.5049837,126.149535643,39.573863996,37.790629505700004,5.00127465256,3.48519697257,13610815,516.17504783,89.948135819,3.998681244032588,0.184685179193501,18.309191303429944,2711.682516413857,472.53502142306627
BARACOA,125010101009.0,1073.0,263366544,5710.500000000001,711.1194645,277.32880857,53.427601766,16.399432513,14.7246826618,2.06857329104,0.94448199016,9488093,150.80384326,24.839198566,3.602618954016706,0.19278409049767,16.53939217511601,2640.8167981787933,434.9741452762454
LA JOYA,125010101010.0,2007.0,302060875,9605.917051734727,732.115787,801.5150555,252.26908627,99.04459408999999,122.05550409,14.537319328,8.40354046652,41264527,1071.83451507,217.47817651,13.660997143918769,0.724330808570005,87.48295890190319,11158.065485027668,2264.002232568995
BELLA  VISTA,125010101011.0,3794.0,429743685,23005.34426006395,2564.9349618,936.77198506,180.08686118,56.754946668,55.4512561848,7.12053946694,4.286339521527,16162451,651.73874325,114.254138834,3.7609514354616,0.187678952739589,18.631929490261342,2832.988439044503,496.6417261242167
PERALTA,125010101012.0,2863.0,423721701,8959.95,2116.5685749,588.24774831,101.374339702,30.051697233,26.7576310376,3.29878422324,0.826148273284,13214715,168.971468568,27.844843663,3.118725019716075,0.115221244262662,9.22045628919804,1885.8528068571811,310.7700786611532
LA YAGÜITA DE PASTOR,125010101013.0,2820.0,332892170,17275.369064893974,1987.4638476,639.35413143,116.35794917,37.189187785,39.6348801482,4.713036258,1.87926931386,9569203,365.38132841,64.192955032,2.874565251284271,0.167128945319149,10.878316444648032,2115.042098594045,371.5865912378641
LOS JAZMINES,125010101014.0,3368.0,222887660,27999.000000000004,2495.1689605,694.43074184,115.176161671,33.646696988,29.577432261,4.00153076653,2.98006057998,6839273,500.95203808,82.129081827,3.068484360715689,0.118810295918349,10.643453623272258,1789.1783209400335,293.32862540447866
NIBAJE,125010101015.0,638.0,53661450,3449.25,411.6198733,167.65860517,34.664662202,11.602230542000001,12.454632579,1.4814633515,0.91556314541,2585692,129.05580461,24.808994825,4.818527710688703,0.232204287068966,26.543832584184965,3741.561342610712,719.2576596361528
CENTRO DE LA CIUDAD,125010101016.0,3173.0,654252704,8039.269029398329,1433.8922524,1135.5636003111001,334.42658574008,125.995183076679,143.1224247318353,17.14393976208341,4.8071602793176,66818440,642.166032074374,125.67438072000878,10.2129406716993,0.540306957519175,59.79598719409164,7987.865933159779,1563.2563142300319
PUEBLO NUEVO,125010101017.0,2040.0,130200881,11583.0,1394.4370737,501.52474035,92.062619963,27.705295962999998,24.2701788143,3.52901446967,1.92751343836,4521121,291.55471858,47.975741823,3.472419321935442,0.17299090537598,16.640882658723992,2517.091587498921,414.1909852628853
ENSANCHE BOLIVAR,125010101018.0,1498.0,291785277,15021.240806580496,1003.3066282,377.76633724000004,72.63910259400001,22.686278856,21.6016753402,2.95578406571,2.39651773689,9922225,419.77208734,73.198567944,3.400522787883307,0.197315358191589,15.954192917539373,2794.5233868836353,487.3004093771882
LOS CIRUELITOS,125010101019.0,2234.0,124104513,1356.75,1470.7010404999999,582.1981597,113.72415014,35.195393222,32.18111069,4.745624687999999,0.28799075559,5836944,41.764447566,7.0996254941,4.703249120685396,0.212427246553268,21.22651598231067,3078.271425538972,523.2817758688041
LAS COLINAS,125010101020.0,2196.0,552239946,9674.156424717643,1430.9704145,589.62238603,110.845650883,33.8985801963,30.66300248048,3.10815673261,1.211940520163,25902537,292.752926898,47.955956205,4.690449791261831,0.141537191831056,12.527609302103802,3026.1338978353815,495.712019731991
URBANIZACIÓN  LOS REYES,125010101021.0,3178.0,840715436,16790.038666233897,1990.8592317,902.2419626,177.84988178,55.520851706,51.5280354,5.79856349318,3.315881980672,44617381,583.885906184,99.753991868,5.307072915964985,0.182459518350535,19.749102706597707,3477.5733266072875,594.1260401538754
BUENOS AIRES,125010101022.0,2292.0,218524372,9575.550000000001,1425.8520372,644.21225388,135.890903387,43.917585720999995,42.1271878802,6.16255860195,2.18030673315,10746497,354.79546013,62.444945943,4.917756621341407,0.268872539352094,22.769519590519604,3705.222782294489,652.1290781521687
GREGORIO LUPERÓN,125010101023.0,1094.0,521205577,14303.250000000002,687.3541765,312.0228369,60.274929920000005,18.348036257,15.999991698,1.447276122,1.64084001953,26373305,451.9541539,73.078406609,5.060058015661675,0.132292150091408,11.47179850404628,3159.8004222816485,510.9216898886616
MEJORAMIENTO SOCIAL,125010101024.0,1815.0,183771690,12434.85,1209.4899877,465.2483394,87.93283902,27.142674404,25.186116828,3.19990232509,1.58863298037,7560768,335.8290189,57.865019751,4.114217758115569,0.176303158407163,12.775650533540812,2700.708242560224,465.3455389570441
LOS JARDINES METROPOLITANOS,125010101025.0,1480.0,543001990,4486.894216505317,1085.6937492,315.2044999037,51.84236668942,14.886980980687,12.3723984500919,1.11992507821926,0.278845262752,16213922,78.15093018,12.3875709464,2.985978422240941,0.075670613393193,6.214660950245952,1741.7600328645367,276.0834187004355
LA TRINITARIA,125010101026.0,432.0,839208170,2440.8,354.2500973,62.799940616,10.1412465896,2.7461029466,2.0626215356,0.159280050804,0.040623792576,9544397,17.5356048344,2.59016786341,1.137309820592294,0.036870382130556,1.664363838741396,718.4367762372992,106.11962731112749
LA ZURZA,125010101027.0,1008.0,370875651,4873.386718627739,672.1332077,264.6870465,46.57426595,13.311260673,11.294228796,0.9479951296,0.253724285209,13080675,96.964030499,14.675829228,3.526970527730421,0.094047135873016,5.206323648381516,1989.664192426399,301.14230770777937
EL  ENSUEÑO,125010101028.0,2475.0,286596640,13896.952233970876,1727.9240093,588.69743197,101.47692115,30.105620613,26.796007423,3.1126666831,1.50802476786,10257160,299.82224132,49.51984167,3.578953418032399,0.125764310428283,10.851478385121435,2157.467596291289,356.3359853029468
PEKÍN,125010101029.0,3548.0,307221868,26611.200000000004,2658.227193,720.39088814,113.533616627,31.396461771,24.451844821399998,3.60374567053,2.56747038577,8719234,420.07029122,65.156083884,2.838090425553637,0.101571185753382,9.648081957108284,1578.546969772126,244.844591314935
REPARTO UNIVERSITARIO,125010101030.0,1083.0,682815471,6875.781724700995,721.6759796,286.46456527,50.19741227,14.032787023,10.629225253,0.8299026324,0.47225530833,22244051,161.795277407,24.3702425205,3.257695842268295,0.076629975290859,6.868387148379653,2353.118290910201,354.4359535578448
VILLA OLGA,125010101031.0,2507.0,981517622,12480.750000000002,1582.0093354,729.16216503,132.013446409,36.753150212,27.0618819026,1.78542221068,0.77715636281,44820925,327.078654779,48.150749499999996,4.566492156083468,0.071217479484643,6.226840236444122,2620.6650624281388,385.80012819742393
REPARTO DEL ESTE,125010101032.0,940.0,313413335,4129.650000000001,574.8216971,285.2181023,53.819206606,15.086302467,11.054658201,0.80890857458,0.29958731231,13213060,118.050055444,17.537982066,4.215857663292785,0.086054103678723,7.254544872083589,2858.597107357766,424.6844663833497
