NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CIENFUEGOS,125010101001.0,16591.022584080496,218404219,65178.0,3296.9602754,5245.616254,2982.838065,1650.8334468,3414.7730314,233.23911251,65.655967417,65665422,19900.28393,4744.9121294,30.06600442526096,1.405815170993733,100.73332630181962,30532.21014759582,7279.929008868022
MONTE RICO,125010101002.0,5169.0,405205784,49196.7,1102.3966575,2042.4038399,911.6175763,426.71677573,685.865225,98.406178825,89.1015942672,94349653,10427.0396865,2255.94388819,23.284379730134468,1.903775949409944,181.11294917585937,21194.59168297874,4585.559373270972
LOS SALADOS,125010101003.0,1840.0,152783732,16336.350000000002,451.55724412,745.0740440000001,306.33435223000004,136.16701128,200.86737281,29.061066176,24.8095401977,31669277,3015.8869554,632.24118009,20.728173258904484,1.579405770434783,151.8670951448763,18461.204341239012,3870.149574966256
ENSANCHE LIBERTAD,125010101004.0,2760.0,453407722,17716.050000000003,639.5543468,1126.8099149,471.37737498999996,211.51936415999998,310.73899673,42.822572881,23.6440578617,90428323,3282.6460768,685.28807483,19.9441515066108,1.551542495688406,133.4612278792394,18529.221111929575,3868.1764548530846
ALTOS DE VIREYA,125010101005.0,1477.0,530659938,6777.0,319.9373438,599.011365,259.16019347,119.11792586,179.77319072,18.753804979999998,7.6536917569,125637762,1617.6011817,346.91484576,23.675757874312293,1.26972274746107,112.93628090453002,23868.98600708278,5119.003183709606
ENSANCHE BERMÚDEZ,125010101007.0,1510.0,126731085,9898.200000000003,365.4522864,612.0600852,251.18650564,112.46913772,168.8320161,23.293058863,14.6254729063,25133564,1866.2230129,400.3073785,19.832201394021762,1.542586679668874,147.75891481582508,18854.165534137515,4044.244190862985
LA OTRA BANDA,125010101008.0,2708.0,340382584,19035.231621164512,703.5938248,1072.5726006,429.40104062,193.77727126,308.65539543,40.909619366,27.4506368699,63271646,3292.2229123,708.34430408,18.58839124964672,1.510694954431315,144.20962884096843,17295.418189918473,3721.2276592023204
BARACOA,125010101009.0,1073.0,263366544,5710.500000000001,274.2103905,436.2873939,174.93795217,77.02455381,110.53966707000001,15.4927421086,7.2556326876,43321076,942.32653623,193.26575346,16.448966961810434,1.443871585144455,127.05774779091146,16501.646724980295,3384.3928458103487
LA JOYA,125010101010.0,2007.0,302060875,9605.917051734727,141.46681852,558.5483851,403.6248957,250.2791718,653.0807417999999,77.8510559,45.3294480182,138236098,4386.6977491,1144.74394357,45.76431754149364,3.878976377678127,471.89089572675397,45666.62116146224,11917.070878342338
BELLA  VISTA,125010101011.0,3794.0,429743685,23005.34426006395,1060.2920134,1498.7395078,580.19091957,257.14926148,397.628321392,51.0305637743,30.53254948434,70774058,3800.5663336000002,810.36735993,16.468900151984773,1.345033309812862,132.71937658999903,16520.362793255743,3522.5178583254433
