NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CIENFUEGOS,125010101001.0,16591.022584080496,218404219,65178.0,7920.281529,5044.745721,1796.8291474,767.6816438,1061.48320345,75.278291802,21.5406180452,26992503,7185.8926145,1481.3410039999999,12.358966018930442,0.45372906594818,33.04890921046979,11025.027792353249,2272.7622878885513
MONTE RICO,125010101002.0,5169.0,405205784,49196.7,2271.1428198,1892.4233608,546.24258818,207.31316595,251.87801112,36.211382823,33.75731477375,45619016,4396.1237074,850.87715337,11.258234163661426,0.700549096982008,68.6170307637504,8935.810140517555,1729.5411142820553
LOS SALADOS,125010101003.0,1840.0,152783732,16336.350000000002,763.3112066,686.3820176,207.68006545,80.641344704,101.98541279999999,14.768652608,12.5320504186,18629759,1621.4836554,317.93407588,12.193549159402478,0.802644163478261,76.71267093689838,9925.617750599124,1946.1757117103882
ENSANCHE LIBERTAD,125010101004.0,2760.0,453407722,17716.050000000003,1155.207316,1039.7211042,307.28800234,117.199313072,140.584232324,19.4834205657,10.4660502853,47988141,1573.7047929999999,300.67150048,10.583882564667373,0.705921034989131,59.076658088569395,8882.932668399557,1697.1700829473837
ALTOS DE VIREYA,125010101005.0,1477.0,530659938,6777.0,574.5958026,571.999141,177.34672674,69.113557383,83.944775103,8.8538725958,3.370680777,67506112,763.23964174,145.17649666,12.721162389060737,0.599449735666892,49.7370632580788,11262.20513117899,2142.1941369337464
ENSANCHE BERMÚDEZ,125010101007.0,1510.0,126731085,9898.200000000003,593.3971676,571.4099171,179.63210637,71.628176606,93.932657334,12.9738573322,8.0876161734,15770546,1090.1193327,221.52214171,12.444102157528587,0.85919584981457,81.70794865126992,11013.308810692852,2238.0043008829884
LA OTRA BANDA,125010101008.0,2708.0,340382584,19035.231621164512,1127.1160036,998.7462007,302.37402222000003,119.90402811999999,159.859697915,21.1441190296,14.6578557048,39312722,1883.76737333,379.74901119,11.549569199721851,0.78080203211226,77.00382110666054,9896.214613094146,1994.9797236392556
BARACOA,125010101009.0,1073.0,263366544,5710.500000000001,431.5256381,404.4911546,125.56687334,49.359262327,62.057041837,8.7084981759,4.06774540547,27352454,556.39965046,107.941911602,10.38569803299006,0.811602812292638,71.23273628351282,9743.448917958145,1890.2357342089133
LA JOYA,125010101010.0,2007.0,302060875,9605.917051734727,307.43725652,735.4613791,383.9077053,198.98859123,381.205166,45.42001969,26.3043163415,92953625,2809.9295508,669.2005969,30.773142947205194,2.263080203786746,273.8345147041398,29252.069694819576,6966.545654057564
BELLA  VISTA,125010101011.0,3794.0,429743685,23005.34426006395,1436.0006728,1414.7145498,467.22464398,194.26591068,281.79427921900003,36.0633418619,21.25485299846,53373146,2733.92607295,568.05960464,12.41976277435873,0.950536158721666,92.3909364632169,11883.873773173435,2469.2506150673917
PERALTA,125010101012.0,2863.0,423721701,8959.95,1254.2518814,1017.7827842,308.0377356,121.66267264,161.2650179,19.394120492,4.78096869509,49449938,860.60242879,171.667208471,11.670381239587876,0.677405535871463,53.359323378925104,9604.991420599445,1915.9393575968618
LA YAGÜITA DE PASTOR,125010101013.0,2820.0,332892170,17275.369064893974,1050.5713405,1042.4217045,343.92967836,146.06950922000001,237.007754578,29.002231064100002,12.9734003221,39124121,1966.11121345,413.38560246,11.752791070592979,1.028447910074468,75.09767388103916,11381.008452348608,2392.919079801651
LOS JAZMINES,125010101014.0,3368.0,222887660,27999.000000000004,1338.284076,1253.2452013,393.6174208,159.34972524,223.50353963199998,30.6079992287,23.4863875834,29963753,3113.2805154,636.100514,13.443432822520768,0.908788575673991,83.88295147469552,11119.256099860706,2271.8686881674344
NIBAJE,125010101015.0,638.0,53661450,3449.25,216.5838267,238.5845617,85.29457187,37.3823181,60.15474002,7.144139923,4.413428744,8546805,525.7835991,118.16459282,15.92727166546785,1.119771147805643,127.95328677248678,15243.41810828441,3425.8054017540044
CENTRO DE LA CIUDAD,125010101016.0,3173.0,654252704,8039.269029398329,633.26560358,1082.426348275,564.0379510576,298.3528643244,594.9172362046,71.29792513243,19.8558609692815,189540572,2135.4745672842,510.48265708739,28.970544768123187,2.247019386461708,246.98590004478982,26563.043971723167,6349.864088645822
PUEBLO NUEVO,125010101017.0,2040.0,130200881,11583.0,814.4632722,773.3717258,239.66887691,93.87694038000001,118.619152105,17.1699159269,9.4472539073,14591558,1204.9726175,236.77735432,11.206957854714751,0.841662545436275,81.5613736277303,10402.940667357334,2044.1798698092032
ENSANCHE BOLIVAR,125010101018.0,1498.0,291785277,15021.240806580496,600.9059004000001,558.8167144,174.87854251,69.876872844,93.521965212,12.8001067856,10.4357854739,29490508,1570.55422,319.48236152,10.106921284213618,0.854479758718291,69.4735249123248,10455.555837384436,2126.87064693112
LOS CIRUELITOS,125010101019.0,2234.0,124104513,1356.75,886.9816144,846.6993622,264.96246437,104.18424905,131.17228262999998,19.304312382,1.17154695224,16064634,144.99841199,28.635440921,12.944439782471123,0.864114251656222,86.34950818057858,10687.187174497882,2110.590817836742
LAS COLINAS,125010101020.0,2196.0,552239946,9674.156424717643,907.1401354,840.5406810000001,244.34597005,92.680804167,111.29227569,11.2273133807,4.55054538255,67920307,984.80423777,187.631388844,12.299057157265544,0.511261993656648,47.038162117404624,10179.742755180261,1939.5116287824171
URBANIZACIÓN  LOS REYES,125010101021.0,3178.0,840715436,16790.038666233897,1260.3183307,1229.2653638,369.20003262,142.77213557,176.444183949,19.8596996289,11.36215933818,107522414,1744.66192584,342.349034037,12.789394536921147,0.624911882595972,67.67202603904782,10391.053651047594,2039.0008673743625
BUENOS AIRES,125010101022.0,2292.0,218524372,9575.550000000001,906.9194914,867.0164202,271.8770935,107.875553772,138.31135446,20.280047022,7.1765125928,25662307,1013.23501446,202.93295272,11.743452996821361,0.884818805497382,74.94621815770373,10581.481110327864,2119.2824717118074
GREGORIO LUPERÓN,125010101023.0,1094.0,521205577,14303.250000000002,420.8805344,428.4411908,131.4202196,51.09735155,62.160733446,5.4949547559,6.4718140976,69408087,1547.61887157,298.17207756,13.316835071800254,0.502281056297989,45.24715779700418,10820.050489014733,2084.6456403964135
MEJORAMIENTO SOCIAL,125010101024.0,1815.0,183771690,12434.85,718.4011027,684.4370079,212.98832216,85.17507391,113.998402752,14.4048425047,7.3443615344,22983336,1322.785339,269.07074264,12.506461402809727,0.793655234418733,59.06272720941548,10637.726542740766,2163.8438955033635
LOS JARDINES METROPOLITANOS,125010101025.0,1480.0,543001990,4486.894216505317,657.8435723,534.87587889,154.0032784081,59.203467007099995,74.0737772477,6.57833969607,1.66690185283,57799896,388.84184856,75.459720971,10.644509087858465,0.444482411896622,37.15046026042243,8666.16928764715,1681.7807001871531
LA TRINITARIA,125010101026.0,432.0,839208170,2440.8,251.6945924,113.17547688,36.00789119,14.12359058,16.998446402,1.1778384219,0.37952288514,49289127,129.66706026,24.825478749,5.873289668719307,0.272647782847222,15.549118532448377,5312.481983775811,1017.1041768682397
LA ZURZA,125010101027.0,1008.0,370875651,4873.386718627739,348.7416656,397.37090520000004,135.72709852,54.86769421,71.29259264,5.491974648,1.79390976121,50766765,560.44067802,108.176116126,13.688352053188588,0.544838754761905,36.81033057263992,11500.024733883838,2219.731828638063
EL  ENSUEÑO,125010101028.0,2475.0,286596640,13896.952233970876,954.2631308,948.6719553,295.69874447,117.84476,158.52140207,18.517208187,8.9145051866,36302229,1460.75602129,292.6289495,12.66666233240413,0.748170027757576,64.14719599315191,10511.340880334936,2105.7059459747816
PEKÍN,125010101029.0,3548.0,307221868,26611.200000000004,1320.0353743,1371.7780102000002,443.55138221,178.39472251,234.24055214,34.492283455,24.1190348888,42473689,3063.3648604,612.28696237,13.82508633218798,0.972161314966178,90.63490142797016,11511.562276034148,2300.861901642917
REPARTO UNIVERSITARIO,125010101030.0,1083.0,682815471,6875.781724700995,378.7049224,431.4771494,144.33241149,57.63513592,70.85039182999999,5.462124295,3.1291403943,84155965,842.2011086,162.768389483,12.324847403838286,0.504351273776547,45.50959468446587,12248.805187843926,2367.2710391352375
VILLA OLGA,125010101031.0,2507.0,981517622,12480.750000000002,788.6012847,1025.45797711,365.15162402,147.5555673,180.233523995,11.4130647168,5.22312820454,158206142,1708.4075596,329.394579477,16.118522880577387,0.455247894567212,41.84947382601205,13688.34052120265,2639.2210362117653
REPARTO DEL ESTE,125010101032.0,940.0,313413335,4129.650000000001,319.8188146,382.4156884,129.12218119,50.391815905,58.25151973,4.2805989694,1.6009538206,39801302,490.52349469,92.542749336,12.699300728190691,0.455382869085106,38.7673003910743,11878.088813579841,2240.9344456794156
LOS CERROS DE GURABO,125010101033.0,2966.0,1318546695,16902.07883635194,1010.9704889,1199.5508284,405.8284976,159.72483869,189.925405646,14.821852784999999,6.44731618132,179498197,1915.70542913,364.785303328,13.613336405691467,0.499725313047876,38.14510773345533,11334.140892833964,2158.2274397125784
REPARTO CONSUELO,125010101034.0,935.0,324003320,5914.976609256773,384.8504655,348.26296890000003,104.57929151,41.34713961,55.96015244,6.0659977488,2.97762283633,39260817,590.55310365,118.756727707,12.117412036291812,0.648769812705882,50.34039917706696,9984.03109026333,2007.7294561258118
GURABO,125010101035.0,4293.0,1097152106,2873.3240544958894,1633.479718,1618.0289829,525.78181425,215.27701619,300.432514305,38.0788606985,2.043581839733,141057773,307.35608913,61.8130234661,12.856719896057935,0.886998851583974,71.12256748539755,10696.882192911029,2151.272264935839
HOYA DEL CAIMITO,125010101036.0,1084.0,77776319,6937.650000000001,368.00252839999996,423.6545991,147.48687882000002,61.248487319999995,83.60744021,12.239980978,7.749012204,12294010,929.4610232,188.8407051,15.80688107248366,1.129149536715867,111.69505818252577,13397.34669808941,2721.9693282307408
ARROYO HONDO ARRIBA,125010101039.0,2144.0,465808904,13467.600000000002,1004.1659142999999,757.2239599,208.56862728,78.31643906000001,95.72504862,10.213148874,5.60033827134,48194663,1089.6201364,210.035535593,10.346445136202167,0.476359555690299,41.583788286999905,8090.677896581425,1559.5617303231456
LOS ÁLAMOS,125010101038.0,1806.0,542973368,7640.802316029437,662.0601929,706.4831458,226.48146255,90.92692554,120.048338874,14.1269458699,4.89835493772,71639028,842.110838417,167.765978001,13.193838309337035,0.782222916384275,64.10786112662372,11021.235775860316,2195.659186850682
HATO MAYOR,125010101040.0,2162.0,146520338,14458.500000000004,748.8469582,834.6065489,288.28964038,120.45279409,169.80414865,23.914296920600002,16.8316247841,23006392,1946.583649,405.62502073,15.701841977342795,1.106119191517114,116.41335397240375,13463.24756371684,2805.4433082961577
JARDINES DEL ESTE,125010101041.0,1083.0,487202669,4337.417350553154,389.7892679,423.8355283,139.43351882,56.34661205,73.59505683,6.4104525443,2.101410905,68994604,511.50556234,101.475870616,14.161376532971005,0.591916209076639,48.44843682685977,11792.86015155464,2339.545919026185
ARBOLEDA,125010101042.0,9.0,2516372,459.0000000000001,3.5574975,3.5353791,1.0274589,0.39385044,0.48581478,0.048581442,0.24776547,308783,44.862939000000004,8.730654,12.270950920996174,0.5397938,53.97940522875816,9774.060784313724,1902.1032679738557
EL DORADO,125010101043.0,1664.0,586086501,10392.125813797153,520.6616998,669.5419255,241.64888297,100.26018854,131.88729751099999,9.7134730736,5.1266305225,96518308,1469.23607741,292.0354469,16.46827010814388,0.583742372211538,49.331875059611065,14137.974306078571,2810.1608095648517
LOS RIELES,125010101044.0,1939.0,793026091,641.6913067445188,722.956012,760.3385247,238.80738747,94.77906401,122.11905528,12.9365113977,0.404740894292,107445950,71.333126912,14.1035282079,13.548854325758864,0.667174388741619,63.07408095418416,11116.42407529145,2197.8680495846484
LA HERRADURA,125010101045.0,4968.0,960871317,22738.806927486014,2139.0543293,1809.8929306,535.20583846,209.847938107,273.99890316299997,32.582294392,12.69766097378,102362455,1989.19008336,389.570960706,10.653086746976888,0.655843284863124,55.8413685215447,8747.996716377958,1713.2427481720592
LA BARRANQUITA,125010101046.0,463.0,548947098,1202.7288372131327,212.4888066,159.8122842,47.69482217,18.757908476,24.24619431,3.003053798,0.34327806223,53600914,99.98700126,20.152560893,9.764313196340147,0.64860773174946,28.541600700737877,8313.345299983153,1675.5697767832614
LA FARDIQUERA,125010101047.0,698.0,321474984,2913.2999999999997,250.9321735,273.47907312,89.5106057,36.23042383,47.847707740000004,4.488554499,1.66861678112,40609996,357.98267918,71.61162297,12.632396780888289,0.643059383810888,57.2758308831909,12287.875576837265,2458.0929863041915
BUENA VISTA,125010101048.0,1402.0,399886118,12487.324802582232,552.5654189,535.9516307,163.92261387,64.762669658,84.79766109,9.498257670800001,7.3576351224,53000575,1412.8670112,291.8222546,13.253917278608116,0.677479149129815,58.92082762897724,11314.409079099438,2336.947738715458
LAS ANTILLAS,125010101049.0,1092.0,300675183,3154.3559161219614,477.5572029,404.5846512,114.36411505,43.228385980000006,52.26565722,5.444700251,1.60875784222,35221273,299.49142186,57.482770195,11.714060544256881,0.498598924084249,51.001151582090465,9494.53485351145,1822.32987410218
LOS MORÁN,125010101050.0,59.0,77338447,321.72160033392225,24.417811099999998,21.995174,6.71260059,2.606860427,3.26755152,0.484630464,0.1437215253,4025527,29.44814096,6.016925504,5.205078307617968,0.821407566101695,44.67263781817203,9153.299290266832,1870.2273946651062
ALTOS DE RAFEY,125010101051.0,1489.0,628257244,7329.079429124734,620.0682366,547.6354554,165.33947381,65.982264858,89.974583844,10.3883820195,3.03985009213,62077622,707.1665919999999,147.14160054599998,9.880924128304379,0.697675085258563,41.476560890445015,9648.777842273328,2007.6409591261884
ZONA INDUSTRIAL,125010101052.0,621.0,343201770,1158.1063863279098,334.0336472,197.2838511,51.044237949999996,18.359313306,20.278948926,1.5975308931,0.38588618798,18296557,90.36703036,17.154995544,5.331136996877705,0.257251351545894,33.3204438327602,7802.999053181389,1481.2970333748492
LA TERRAZA,125010101053.0,508.0,161645701,4011.563013938543,192.7119716,194.7117811,61.13497091,24.70140088,34.73987192,3.6255480311,1.6391240968,21751721,456.9180995,95.18099781000001,13.456417733227402,0.71369055730315,40.85998627230118,11390.026728045807,2372.666152302355
URBANIZACIÓN HENRÍQUEZ,125010101054.0,1464.0,269531987,8768.217728748834,582.8906255,557.6807623,171.64875659,67.157175151,84.622716271,11.1883501669,5.3372285903,32164192,877.10840431,170.12679604,11.933348576168921,0.764231568777322,60.87016490022296,10003.268981724494,1940.2665547662664
LOS SANTOS,125010101055.0,766.0,64484041,7461.45,266.1209794,288.72961019999997,99.0735744,43.02878856,69.04705706,7.626373416,5.4996393028,10938890,1102.0308938,249.8513954,16.963717360868138,0.995610106527415,73.7073799703811,14769.661309799034,3348.56355534112
RINCÓN LARGO,125010101056.0,92.0,186074712,383.4000000000001,55.2331207,25.8779645,6.39198284,2.21581109,2.2811184,0.193798823,0.07750011779,12384529,18.802958723,3.373444335,6.655675712858489,0.210650894565217,20.213906570161708,4904.266750912883,879.8759350547728
VILLA OLÍMPICA,125010101057.0,3421.0,777190170,35752.71400073393,1303.342043,1301.7940606,418.39891804,169.12906262,228.335889889,29.7373701931,22.8888474593,98173981,3877.30780131,782.15261236,12.631912396357675,0.869259578868752,64.01988799739829,10844.792933007564,2187.6733954908823
ÁREA MONUMENTAL,125010101058.0,1.0,1635840,0.0,0.9476826,0.01854659,0.01215504,0.00699948,0.0146163,0.0007308149,0.0,36274,0.0,0.0,2.217432609663923,0.07308149,0.0,0.0,0.0
PONTEZUELA AL MEDIO,125010101059.0,1586.0,482176237,7824.335083290976,504.0685537,628.0538295,229.17485856000002,95.94281713,128.759939165,12.0845793115,5.31879281417,77680231,1071.43216716,215.542562399,16.110340073119634,0.76195329832913,67.97756943626288,13693.587451898178,2754.7716209048285
EL PLAY,125010201001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRO DEL PUEBLO,125010201002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAS MERCEDES,125010201003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ALTAGRACIA,125010201004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ARCILLA,125090101001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA CORPORACIÓN,125090101002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAITOA,125010401001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
