lon,lat,vs30,z1pt0,z2pt5,vs30measured,ampcode
-70.7752,19.4681,390.28,367.58,1.3,1,noaf
-70.7752,19.4726,373.66,387.16,1.37,1,noaf
-70.7752,19.477,373.66,387.16,1.37,1,noaf
-70.7752,19.4815,309.54,451.14,1.7,1,noaf
-70.7752,19.486,309.54,451.14,1.7,1,noaf
-70.7752,19.4905,233.54,497.95,2.34,1,noaf
-70.7752,19.495,233.54,497.95,2.34,1,noaf
-70.7752,19.4995,291.05,465.48,1.82,1,noaf
-70.7752,19.504,291.05,465.48,1.82,1,noaf
-70.7752,19.5085,318.88,443.15,1.64,1,noaf
-70.7752,19.513,290.09,466.17,1.83,1,noaf
-70.7752,19.5175,290.09,466.17,1.83,1,noaf
-70.7752,19.522,298.98,459.57,1.76,1,noaf
-70.7752,19.5265,298.98,459.57,1.76,1,noaf
-70.7752,19.531,361.7,400.61,1.42,1,noaf
-70.7752,19.5355,361.7,400.61,1.42,1,noaf
-70.7752,19.54,381.98,377.49,1.33,1,noaf
-70.7752,19.5445,381.98,377.49,1.33,1,noaf
-70.7705,19.3556,559.27,162.96,0.86,1,noaf
-70.7705,19.3601,559.27,162.96,0.86,1,noaf
-70.7705,19.3646,529.63,194.34,0.92,1,noaf
-70.7705,19.3691,529.63,194.34,0.92,1,noaf
-70.7705,19.3736,471.77,264.03,1.05,1,noaf
-70.7705,19.3781,471.77,264.03,1.05,1,noaf
-70.7705,19.3826,403.09,351.9,1.25,1,noaf
-70.7705,19.3871,403.09,351.9,1.25,1,noaf
-70.7705,19.3916,460.01,279.07,1.08,1,noaf
-70.7705,19.3961,436.52,309.38,1.14,1,noaf
-70.7705,19.4006,436.52,309.38,1.14,1,noaf
-70.7705,19.4051,341.4,421.94,1.52,1,noaf
-70.7705,19.4096,341.4,421.94,1.52,1,noaf
-70.7705,19.4141,348.81,414.38,1.48,1,noaf
-70.7705,19.4186,348.81,414.38,1.48,1,noaf
-70.7705,19.4231,336.64,426.64,1.54,1,noaf
-70.7705,19.4276,336.64,426.64,1.54,1,noaf
-70.7705,19.4321,351.13,411.96,1.47,1,noaf
-70.7705,19.4366,351.13,411.96,1.47,1,noaf
-70.7705,19.4411,321.18,441.11,1.63,1,noaf
-70.7705,19.4456,321.18,441.11,1.63,1,noaf
-70.7705,19.4501,321.74,440.61,1.62,1,noaf
-70.7705,19.4546,371.83,389.26,1.37,1,noaf
-70.7705,19.4591,371.83,389.26,1.37,1,noaf
-70.7705,19.4636,336.04,427.23,1.54,1,noaf
-70.7705,19.4681,336.04,427.23,1.54,1,noaf
-70.7705,19.4726,287.93,467.71,1.84,1,noaf
-70.7705,19.477,287.93,467.71,1.84,1,noaf
-70.7705,19.4815,285.36,469.5,1.86,1,noaf
-70.7705,19.486,285.36,469.5,1.86,1,noaf
-70.7705,19.4905,317.14,444.67,1.65,1,noaf
-70.7705,19.495,317.14,444.67,1.65,1,noaf
-70.7705,19.4995,307.76,452.6,1.71,1,noaf
-70.7705,19.504,307.76,452.6,1.71,1,noaf
-70.7705,19.5085,295.0,462.58,1.79,1,noaf
-70.7705,19.513,282.82,471.23,1.88,1,noaf
-70.7705,19.5175,282.82,471.23,1.88,1,noaf
-70.7705,19.522,274.87,476.44,1.94,1,noaf
-70.7705,19.5265,274.87,476.44,1.94,1,noaf
-70.7705,19.531,331.5,431.6,1.57,1,noaf
-70.7705,19.5355,331.5,431.6,1.57,1,noaf
-70.7705,19.54,386.4,372.24,1.32,1,noaf
-70.7705,19.5445,386.4,372.24,1.32,1,noaf
-70.7657,19.3556,559.27,162.96,0.86,1,noaf
-70.7657,19.3601,559.27,162.96,0.86,1,noaf
-70.7657,19.3646,529.63,194.34,0.92,1,noaf
-70.7657,19.3691,529.63,194.34,0.92,1,noaf
-70.7657,19.3736,471.77,264.03,1.05,1,noaf
-70.7657,19.3781,471.77,264.03,1.05,1,noaf
-70.7657,19.3826,403.09,351.9,1.25,1,noaf
-70.7657,19.3871,403.09,351.9,1.25,1,noaf
-70.7657,19.3916,460.01,279.07,1.08,1,noaf
-70.7657,19.3961,436.52,309.38,1.14,1,noaf
-70.7657,19.4006,436.52,309.38,1.14,1,noaf
-70.7657,19.4051,341.4,421.94,1.52,1,noaf
-70.7657,19.4096,341.4,421.94,1.52,1,noaf
-70.7657,19.4141,348.81,414.38,1.48,1,noaf
-70.7657,19.4186,348.81,414.38,1.48,1,noaf
-70.7657,19.4231,336.64,426.64,1.54,1,noaf
-70.7657,19.4276,336.64,426.64,1.54,1,noaf
-70.7657,19.4321,351.13,411.96,1.47,1,noaf
-70.7657,19.4366,351.13,411.96,1.47,1,noaf
-70.7657,19.4411,321.18,441.11,1.63,1,noaf
-70.7657,19.4456,321.18,441.11,1.63,1,noaf
-70.7657,19.4501,321.74,440.61,1.62,1,noaf
-70.7657,19.4546,371.83,389.26,1.37,1,noaf
-70.7657,19.4591,371.83,389.26,1.37,1,noaf
-70.7657,19.4636,336.04,427.23,1.54,1,noaf
-70.7657,19.4681,336.04,427.23,1.54,1,noaf
-70.7657,19.4726,287.93,467.71,1.84,1,noaf
-70.7657,19.477,287.93,467.71,1.84,1,noaf
-70.7657,19.4815,285.36,469.5,1.86,1,noaf
-70.7657,19.486,285.36,469.5,1.86,1,noaf
-70.7657,19.4905,317.14,444.67,1.65,1,noaf
-70.7657,19.495,317.14,444.67,1.65,1,noaf
-70.7657,19.4995,307.76,452.6,1.71,1,noaf
-70.7657,19.504,307.76,452.6,1.71,1,noaf
-70.7657,19.5085,295.0,462.58,1.79,1,noaf
-70.7657,19.513,282.82,471.23,1.88,1,noaf
-70.7657,19.5175,282.82,471.23,1.88,1,noaf
-70.7657,19.522,274.87,476.44,1.94,1,noaf
-70.7657,19.5265,274.87,476.44,1.94,1,noaf
-70.7657,19.531,331.5,431.6,1.57,1,noaf
-70.7657,19.5355,331.5,431.6,1.57,1,noaf
-70.7657,19.54,386.4,372.24,1.32,1,noaf
-70.7657,19.5445,386.4,372.24,1.32,1,noaf
-70.7609,19.3556,464.14,273.77,1.07,1,noaf
-70.7609,19.3601,464.14,273.77,1.07,1,noaf
-70.7609,19.3646,459.87,279.26,1.08,1,noaf
-70.7609,19.3691,459.87,279.26,1.08,1,noaf
-70.7609,19.3736,399.39,356.47,1.27,1,noaf
-70.7609,19.3781,399.39,356.47,1.27,1,noaf
-70.7609,19.3826,373.33,387.55,1.37,1,noaf
-70.7609,19.3871,373.33,387.55,1.37,1,noaf
-70.7609,19.3916,351.77,411.29,1.46,1,noaf
-70.7609,19.3961,413.88,338.36,1.22,1,noaf
-70.7609,19.4006,413.88,338.36,1.22,1,noaf
-70.7609,19.4051,432.84,314.13,1.16,1,noaf
-70.7609,19.4096,432.84,314.13,1.16,1,noaf
-70.7609,19.4141,387.24,371.23,1.31,1,noaf
-70.7609,19.4186,387.24,371.23,1.31,1,noaf
-70.7609,19.4231,319.44,442.66,1.64,1,noaf
-70.7609,19.4276,319.44,442.66,1.64,1,noaf
-70.7609,19.4321,315.31,446.26,1.66,1,noaf
-70.7609,19.4366,315.31,446.26,1.66,1,noaf
-70.7609,19.4411,346.17,417.11,1.49,1,noaf
-70.7609,19.4456,346.17,417.11,1.49,1,noaf
-70.7609,19.4501,362.34,399.9,1.42,1,noaf
-70.7609,19.4546,250.6,490.15,2.16,1,noaf
-70.7609,19.4591,250.6,490.15,2.16,1,noaf
-70.7609,19.4636,360.8,401.59,1.42,1,noaf
-70.7609,19.4681,360.8,401.59,1.42,1,noaf
-70.7609,19.4726,417.09,334.3,1.21,1,noaf
-70.7609,19.477,417.09,334.3,1.21,1,noaf
-70.7609,19.4815,355.23,407.61,1.45,1,noaf
-70.7609,19.486,355.23,407.61,1.45,1,noaf
-70.7609,19.4905,297.61,460.61,1.77,1,noaf
-70.7609,19.495,297.61,460.61,1.77,1,noaf
-70.7609,19.4995,287.67,467.89,1.84,1,noaf
-70.7609,19.504,287.67,467.89,1.84,1,noaf
-70.7609,19.5085,284.02,470.42,1.87,1,noaf
-70.7609,19.513,296.46,461.48,1.78,1,noaf
-70.7609,19.5175,296.46,461.48,1.78,1,noaf
-70.7609,19.522,298.99,459.56,1.76,1,noaf
-70.7609,19.5265,298.99,459.56,1.76,1,noaf
-70.7609,19.531,287.24,468.19,1.85,1,noaf
-70.7609,19.5355,287.24,468.19,1.85,1,noaf
-70.7609,19.54,390.1,367.8,1.3,1,noaf
-70.7609,19.5445,390.1,367.8,1.3,1,noaf
-70.7562,19.3556,464.14,273.77,1.07,1,noaf
-70.7562,19.3601,464.14,273.77,1.07,1,noaf
-70.7562,19.3646,459.87,279.26,1.08,1,noaf
-70.7562,19.3691,459.87,279.26,1.08,1,noaf
-70.7562,19.3736,399.39,356.47,1.27,1,noaf
-70.7562,19.3781,399.39,356.47,1.27,1,noaf
-70.7562,19.3826,373.33,387.55,1.37,1,noaf
-70.7562,19.3871,373.33,387.55,1.37,1,noaf
-70.7562,19.3916,351.77,411.29,1.46,1,noaf
-70.7562,19.3961,413.88,338.36,1.22,1,noaf
-70.7562,19.4006,413.88,338.36,1.22,1,noaf
-70.7562,19.4051,432.84,314.13,1.16,1,noaf
-70.7562,19.4096,432.84,314.13,1.16,1,noaf
-70.7562,19.4141,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4186,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4231,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4276,800.0,31.0701,0.5722,1,zo_5
-70.7562,19.4321,800.0,31.0701,0.5722,1,zo_5
-70.7562,19.4366,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4411,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4456,800.0,31.0701,0.5722,1,zo_2
-70.7562,19.4501,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4546,800.0,31.0701,0.5722,1,zo_3
-70.7562,19.4591,800.0,31.0701,0.5722,1,zo_2
-70.7562,19.4636,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4681,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4726,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.477,800.0,31.0701,0.5722,1,zo_0
-70.7562,19.4815,800.0,31.0701,0.5722,1,zo_2
-70.7562,19.486,800.0,31.0701,0.5722,1,zo_2
-70.7562,19.4905,800.0,31.0701,0.5722,1,zo_2
-70.7562,19.495,800.0,31.0701,0.5722,1,zo_2
-70.7562,19.4995,800.0,31.0701,0.5722,1,zo_2
-70.7561,19.504,287.67,467.89,1.84,1,noaf
-70.7561,19.5085,284.02,470.42,1.87,1,noaf
-70.7561,19.513,296.46,461.48,1.78,1,noaf
-70.7561,19.5175,296.46,461.48,1.78,1,noaf
-70.7561,19.522,298.99,459.56,1.76,1,noaf
-70.7561,19.5265,298.99,459.56,1.76,1,noaf
-70.7561,19.531,287.24,468.19,1.85,1,noaf
-70.7561,19.5355,287.24,468.19,1.85,1,noaf
-70.7561,19.54,390.1,367.8,1.3,1,noaf
-70.7561,19.5445,390.1,367.8,1.3,1,noaf
-70.7514,19.3556,430.15,317.6,1.16,1,noaf
-70.7514,19.3601,430.15,317.6,1.16,1,noaf
-70.7514,19.3646,372.46,388.54,1.37,1,noaf
-70.7514,19.3691,372.46,388.54,1.37,1,noaf
-70.7514,19.3736,328.05,434.84,1.59,1,noaf
-70.7514,19.3781,328.05,434.84,1.59,1,noaf
-70.7514,19.3826,368.22,393.36,1.39,1,noaf
-70.7514,19.3871,368.22,393.36,1.39,1,noaf
-70.7514,19.3916,379.88,379.95,1.34,1,noaf
-70.7514,19.3961,328.57,434.36,1.58,1,noaf
-70.7514,19.4006,328.57,434.36,1.58,1,noaf
-70.7514,19.4051,358.76,403.81,1.43,1,noaf
-70.7514,19.4096,358.76,403.81,1.43,1,noaf
-70.7514,19.4141,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4186,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4231,800.0,31.0701,0.5722,1,zo_5
-70.7514,19.4276,800.0,31.0701,0.5722,1,zo_5
-70.7514,19.4321,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4366,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4411,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4456,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4501,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.4546,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.4591,800.0,31.0701,0.5722,1,zo_5
-70.7514,19.4636,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4681,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.4726,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.477,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.4815,800.0,31.0701,0.5722,1,zo_0
-70.7514,19.486,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.4905,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.495,800.0,31.0701,0.5722,1,zo_2
-70.7514,19.4995,800.0,31.0701,0.5722,1,zo_6
-70.7514,19.504,279.64,473.36,1.9,1,noaf
-70.7514,19.5085,293.05,464.02,1.81,1,noaf
-70.7514,19.513,314.68,446.8,1.66,1,noaf
-70.7514,19.5175,314.68,446.8,1.66,1,noaf
-70.7514,19.522,322.97,439.51,1.62,1,noaf
-70.7514,19.5265,322.97,439.51,1.62,1,noaf
-70.7514,19.531,305.84,454.16,1.72,1,noaf
-70.7514,19.5355,305.84,454.16,1.72,1,noaf
-70.7514,19.54,468.16,268.63,1.06,1,noaf
-70.7514,19.5445,468.16,268.63,1.06,1,noaf
-70.7466,19.3556,430.15,317.6,1.16,1,noaf
-70.7466,19.3601,430.15,317.6,1.16,1,noaf
-70.7466,19.3646,372.46,388.54,1.37,1,noaf
-70.7466,19.3691,372.46,388.54,1.37,1,noaf
-70.7466,19.3736,328.05,434.84,1.59,1,noaf
-70.7466,19.3781,328.05,434.84,1.59,1,noaf
-70.7466,19.3826,368.22,393.36,1.39,1,noaf
-70.7466,19.3871,368.22,393.36,1.39,1,noaf
-70.7466,19.3916,379.88,379.95,1.34,1,noaf
-70.7466,19.3961,328.57,434.36,1.58,1,noaf
-70.7466,19.4006,328.57,434.36,1.58,1,noaf
-70.7466,19.4051,358.76,403.81,1.43,1,noaf
-70.7466,19.4096,358.76,403.81,1.43,1,noaf
-70.7466,19.4141,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4186,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4231,800.0,31.0701,0.5722,1,zo_5
-70.7466,19.4276,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4321,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4366,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4411,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4456,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4501,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4546,800.0,31.0701,0.5722,1,zo_3
-70.7466,19.4591,800.0,31.0701,0.5722,1,zo_5
-70.7466,19.4636,800.0,31.0701,0.5722,1,zo_5
-70.7466,19.4681,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4726,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.477,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.4815,800.0,31.0701,0.5722,1,zo_0
-70.7466,19.486,800.0,31.0701,0.5722,1,zo_2
-70.7466,19.4905,800.0,31.0701,0.5722,1,zo_2
-70.7466,19.495,800.0,31.0701,0.5722,1,zo_6
-70.7466,19.4995,800.0,31.0701,0.5722,1,zo_6
-70.7466,19.504,279.64,473.36,1.9,1,noaf
-70.7466,19.5085,293.05,464.02,1.81,1,noaf
-70.7466,19.513,314.68,446.8,1.66,1,noaf
-70.7466,19.5175,314.68,446.8,1.66,1,noaf
-70.7466,19.522,322.97,439.51,1.62,1,noaf
-70.7466,19.5265,322.97,439.51,1.62,1,noaf
-70.7466,19.531,305.84,454.16,1.72,1,noaf
-70.7466,19.5355,305.84,454.16,1.72,1,noaf
-70.7466,19.54,468.16,268.63,1.06,1,noaf
-70.7466,19.5445,468.16,268.63,1.06,1,noaf
-70.7419,19.3556,416.2,335.43,1.21,1,noaf
-70.7419,19.3601,416.2,335.43,1.21,1,noaf
-70.7419,19.3646,463.02,275.21,1.07,1,noaf
-70.7419,19.3691,463.02,275.21,1.07,1,noaf
-70.7419,19.3736,398.85,357.13,1.27,1,noaf
-70.7419,19.3781,398.85,357.13,1.27,1,noaf
-70.7419,19.3826,386.23,372.44,1.32,1,noaf
-70.7419,19.3871,386.23,372.44,1.32,1,noaf
-70.7419,19.3916,385.05,373.85,1.32,1,noaf
-70.7419,19.3961,347.55,415.68,1.49,1,noaf
-70.7419,19.4006,347.55,415.68,1.49,1,noaf
-70.7419,19.4051,289.19,466.81,1.83,1,noaf
-70.7419,19.4096,289.19,466.81,1.83,1,noaf
-70.7419,19.4141,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4186,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4231,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4276,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4321,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4366,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4411,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4456,800.0,31.0701,0.5722,1,zo_2
-70.7419,19.4501,800.0,31.0701,0.5722,1,zo_0
-70.7419,19.4546,800.0,31.0701,0.5722,1,zo_3
-70.7419,19.4591,800.0,31.0701,0.5722,1,zo_2
-70.7418,19.4636,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.4681,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.4726,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.477,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.4815,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.486,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.4905,800.0,31.0701,0.5722,1,zo_0
-70.7418,19.495,800.0,31.0701,0.5722,1,zo_6
-70.7418,19.4995,800.0,31.0701,0.5722,1,zo_6
-70.7418,19.504,293.69,463.55,1.8,1,noaf
-70.7418,19.5085,308.99,451.59,1.7,1,noaf
-70.7418,19.513,327.25,435.59,1.59,1,noaf
-70.7418,19.5175,327.25,435.59,1.59,1,noaf
-70.7418,19.522,338.06,425.26,1.53,1,noaf
-70.7418,19.5265,338.06,425.26,1.53,1,noaf
-70.7418,19.531,365.45,396.45,1.4,1,noaf
-70.7418,19.5355,365.45,396.45,1.4,1,noaf
-70.7418,19.54,581.44,141.87,0.82,1,noaf
-70.7418,19.5445,581.44,141.87,0.82,1,noaf
-70.7371,19.3556,440.06,304.82,1.13,1,noaf
-70.7371,19.3601,440.06,304.82,1.13,1,noaf
-70.7371,19.3646,420.83,329.53,1.19,1,noaf
-70.7371,19.3691,420.83,329.53,1.19,1,noaf
-70.7371,19.3736,444.65,298.89,1.12,1,noaf
-70.7371,19.3781,444.65,298.89,1.12,1,noaf
-70.7371,19.3826,439.05,306.13,1.14,1,noaf
-70.7371,19.3871,439.05,306.13,1.14,1,noaf
-70.7371,19.3916,384.59,374.39,1.32,1,noaf
-70.7371,19.3961,358.13,404.5,1.44,1,noaf
-70.7371,19.4006,358.13,404.5,1.44,1,noaf
-70.7371,19.4051,357.55,405.13,1.44,1,noaf
-70.7371,19.4096,357.55,405.13,1.44,1,noaf
-70.7371,19.4141,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4186,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4231,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4276,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4321,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4366,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4411,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4456,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4501,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4546,800.0,31.0701,0.5722,1,zo_2
-70.7371,19.4591,800.0,31.0701,0.5722,1,zo_2
-70.7371,19.4636,800.0,31.0701,0.5722,1,zo_2
-70.7371,19.4681,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4726,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.477,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4815,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.486,800.0,31.0701,0.5722,1,zo_0
-70.7371,19.4905,800.0,31.0701,0.5722,1,zo_6
-70.7371,19.495,800.0,31.0701,0.5722,1,zo_6
-70.7371,19.4995,800.0,31.0701,0.5722,1,zo_6
-70.7371,19.504,292.47,464.44,1.81,1,noaf
-70.7371,19.5085,312.67,448.51,1.68,1,noaf
-70.7371,19.513,332.04,431.08,1.56,1,noaf
-70.7371,19.5175,332.04,431.08,1.56,1,noaf
-70.7371,19.522,352.91,410.08,1.46,1,noaf
-70.7371,19.5265,352.91,410.08,1.46,1,noaf
-70.7371,19.531,455.0,285.53,1.09,1,noaf
-70.7371,19.5355,455.0,285.53,1.09,1,noaf
-70.7371,19.54,719.17,55.27,0.65,1,noaf
-70.7371,19.5445,719.17,55.27,0.65,1,noaf
-70.7323,19.3556,440.06,304.82,1.13,1,noaf
-70.7323,19.3601,440.06,304.82,1.13,1,noaf
-70.7323,19.3646,420.83,329.53,1.19,1,noaf
-70.7323,19.3691,420.83,329.53,1.19,1,noaf
-70.7323,19.3736,444.65,298.89,1.12,1,noaf
-70.7323,19.3781,444.65,298.89,1.12,1,noaf
-70.7323,19.3826,439.05,306.13,1.14,1,noaf
-70.7323,19.3871,439.05,306.13,1.14,1,noaf
-70.7323,19.3916,384.59,374.39,1.32,1,noaf
-70.7323,19.3961,358.13,404.5,1.44,1,noaf
-70.7323,19.4006,358.13,404.5,1.44,1,noaf
-70.7323,19.4051,357.55,405.13,1.44,1,noaf
-70.7323,19.4096,357.55,405.13,1.44,1,noaf
-70.7323,19.4141,800.0,31.0701,0.5722,1,zo_5
-70.7323,19.4186,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4231,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4276,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4321,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4366,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4411,800.0,31.0701,0.5722,1,zo_5
-70.7323,19.4456,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4501,800.0,31.0701,0.5722,1,zo_2
-70.7323,19.4546,800.0,31.0701,0.5722,1,zo_3
-70.7323,19.4591,800.0,31.0701,0.5722,1,zo_2
-70.7323,19.4636,800.0,31.0701,0.5722,1,zo_2
-70.7323,19.4681,800.0,31.0701,0.5722,1,zo_2
-70.7323,19.4726,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.477,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.4815,800.0,31.0701,0.5722,1,zo_0
-70.7323,19.486,800.0,31.0701,0.5722,1,zo_6
-70.7323,19.4905,800.0,31.0701,0.5722,1,zo_6
-70.7323,19.495,800.0,31.0701,0.5722,1,zo_6
-70.7323,19.4995,800.0,31.0701,0.5722,1,zo_6
-70.7323,19.504,292.47,464.44,1.81,1,noaf
-70.7323,19.5085,312.67,448.51,1.68,1,noaf
-70.7323,19.513,332.04,431.08,1.56,1,noaf
-70.7323,19.5175,332.04,431.08,1.56,1,noaf
-70.7323,19.522,352.91,410.08,1.46,1,noaf
-70.7323,19.5265,352.91,410.08,1.46,1,noaf
-70.7323,19.531,455.0,285.53,1.09,1,noaf
-70.7323,19.5355,455.0,285.53,1.09,1,noaf
-70.7323,19.54,719.17,55.27,0.65,1,noaf
