NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CIENFUEGOS,125010101001.0,16591.022584080496,218404219,65178.0,1491.2210077,3614.2955448,2780.7734603,1898.3788225,6806.352979,473.12915844,135.396973253,108862265,34196.623184,9434.136726,49.844396466583554,2.851717885635207,207.73416375617538,52466.51198870784,14474.418862192764
MONTE RICO,125010101002.0,5169.0,405205784,49196.7,485.6510278,1483.5610334,990.9683063,598.0467777,1610.7728082,231.10592387,212.5286587294,175265675,21010.2689583,5387.8972295,43.253497855777674,4.470998720642291,431.9977940174849,42706.66316704169,10951.745197340473
LOS SALADOS,125010101003.0,1840.0,152783732,16336.350000000002,187.77624154,540.9276215,352.20012740000004,209.5446354,549.5514472,79.50964579000001,67.970207136,64519695,6794.003268,1729.9939766,42.2294275510882,4.321176401630435,416.06728024313867,41588.25727901275,10589.843977387849
ENSANCHE LIBERTAD,125010101004.0,2760.0,453407722,17716.050000000003,267.63950884,816.9719812,532.9965489,317.76390364,824.6282023,113.444629976,63.015018752,181968123,7229.7503567,1827.98003567,40.13344147417929,4.110312680289855,355.6945185410969,40809.0424033574,10318.214475969527
ALTOS DE VIREYA,125010101005.0,1477.0,530659938,6777.0,129.97143499,424.21260739999997,286.6909504,174.26809710999999,461.85694546999997,47.769372074,18.462030528,234691024,3182.4520267,818.47326854,44.226256226625985,3.234216118754232,272.42187587428066,46959.5990364468,12077.221020215435
ENSANCHE BERMÚDEZ,125010101007.0,1510.0,126731085,9898.200000000003,156.31332912,452.3272274,287.1636057,169.47166615,444.72421396,61.524633135,38.547888714,50450882,4072.4799559,1047.7428134,39.80939792345167,4.074479015562914,389.4434211674849,41143.641832858484,10585.18532056333
LA OTRA BANDA,125010101008.0,2708.0,340382584,19035.231621164512,306.6436441,822.2600978,504.3121418,293.91987439,780.86440798,103.981887226,71.8189126729,128326603,7291.8567113,1857.95166597,37.70069597301092,3.839803811890694,377.29466130082403,38307.1604087679,9760.593949927134
BARACOA,125010101009.0,1073.0,263366544,5710.500000000001,119.89220164,328.381221,204.6730885,119.44004162,300.61344511,41.965991061,19.8654214912,92400463,2155.8774647,537.37391744,35.084358836483204,3.911089567660764,347.87534351107604,37752.8669065756,9410.277864285088
LA JOYA,125010101010.0,2007.0,302060875,9605.917051734727,42.43351645,284.37323852000003,300.6461323,237.2051645,1142.3420148,136.08572107,78.546442668,205214218,6645.4705262,1971.8125655,67.93803340368075,6.780554114100648,817.688121237892,69181.01093741902,20527.06217303752
BELLA  VISTA,125010101011.0,3794.0,429743685,23005.34426006395,431.90859693,1127.6912423,696.1300459,410.20086923,1128.06923558,145.297092224,87.3852667332,156530923,9030.1771922,2317.78501693,36.424251950069845,3.829654513020559,379.84768124029404,39252.519284729446,10074.985145749595
